rowId,parentRowRef,parentTeamName,parentTeamId,name,visibility,callsignPrefix,color,canJoin
,d5,,,Te Rapa,public,TERA,,
,d5,,,Colville,public,COLV,,
,d5,,,Coromandel,public,CORO,,
,d5,,,Kennedy Bay,public,KENN,,
,d5,,,Manaia Hauraki,public,MANA,,
,d5,,,Port Charles,public,PCHA,,
,d5,,,Puriri,public,PURI,,
,d5,,,Tapu,public,TAPU,,
,d5,,,Thames,public,THAM,,
,d5,,,Whangapoua,public,ANGA,,
,d5,,,Cambridge,public,CAMB,,
,d5,,,Huntly,public,HUNT,,
,d5,,,Maramarua,public,MARA,,
,d5,,,Ngaruawahia,public,NGAR,,
,d5,,,Raglan,public,RAGL,,
,d5,,,Te Akau,public,TEAK,,
,d5,,,Te Kauwhata,public,TEKA,,
,d5,,,Whitikahu,public,WHI,,
,d5,,,Matamata,public,MAT,,
,d5,,,Morrinsville,public,MORR,,
,d5,,,Ngatea,public,NGT,,
,d5,,,Paeroa,public,PAER,,
,d5,,,Tahuna,public,TAHU,,
,d5,,,Te Aroha,public,TEAR,,
,d5,,,Turua,public,TURU,,
,d5,,,Waihi,public,WAIH,,
d6,r2,,,Bay of Plenty,public,BAYO,,
,d6,,,Eastern Bay,public,EBAY,,
,d6,,,Edgecumbe,public,EDGE,,
,d6,,,Matata,public,MTT,,
,d6,,,Ohope,public,OHOP,,
,d6,,,Opotiki,public,OPOT,,
,d6,,,Taneatua,public,TANE,,
,d6,,,Waihau Bay,public,WBAY,,
,d6,,,Waimana,public,WAIM,,
,d6,,,Whakatane,public,WHAK,,
,d6,,,Greerton,public,GRRT,,
,d6,,,Mount Maunganui,public,MMAU,,
,d6,,,Papamoa,public,PPM,,
,d6,,,Tauranga,public,TAUR,,
,d6,,,Te Puke,public,TEPU,,
,d6,,,Kaingaroa,public,KAIN,,
,d6,,,Kinloch,public,KINL,,
,d6,,,Lake Taupo,public,LAKE,,
,d6,,,Mangakino,public,MNGK,,
,d6,,,Minginui,public,MING,,
,d6,,,Murupara,public,MURU,,
,d6,,,Southern Lakes,public,SOUT,,
,d6,,,Taupo,public,TP,,
,d6,,,Turangi,public,TURA,,
,d6,,,Lake Okareka,public,LAK,,
,d6,,,Lake Tarawera,public,LT,,
,d6,,,Mamaku,public,MAMA,,
,d6,,,Ngongotaha,public,NGON,,
,d6,,,Okere Falls,public,OKER,,
,d6,,,Putaruru,public,PUTA,,
,d6,,,Rotorua,public,ROTO,,
,d6,,,Tirau,public,TIRA,,
,d6,,,Tokoroa,public,TOKO,,
,d6,,,Katikati,public,KATI,,
,d6,,,Kawerau,public,KAWE,,
,d6,,,Maketu,public,MAKE,,
,d6,,,Matakana Island,public,MISL,,
,d6,,,Mayor View,public,MAYO,,
,d6,,,Omokoroa,public,OMOK,,
,d6,,,Pukehina,public,PKHN,,
,d6,,,Rotoma,public,ROT,,
d7,r2,,,Tairawhiti,public,TRWH,,
,d7,,,Hicks Bay,public,HICK,,
,d7,,,Manutuke,public,MNTK,,
,d7,,,Patutahi,public,PTTH,,
,d7,,,Ruatoria,public,RUAT,,
,d7,,,Te Araroa,public,TARA,,
,d7,,,Te Puia Springs,public,TPSP,,
,d7,,,Tikitiki,public,TIKI,,
,d7,,,Tokomaru Bay,public,TBAY,,
,d7,,,Tolaga Bay,public,TOLA,,
,d7,,,Eastland,public,STLN,,
,d7,,,Gisborne,public,GISB,,
,d7,,,Matawai,public,MTW,,
,d7,,,Te Karaka,public,TKAR,,
,d7,,,Tiniroto,public,TINI,,
,d7,,,Whatatutu,public,WHAT,,
r3,org1,,,Te Ūpoko,public,TEUP,,
d8,r3,,,Hawkes Bay,public,HAWK,,
,d8,,,Matapiro,public,MTPR,,
,d8,,,Napier Operational Support Unit,public,NAPI,,
,d8,,,Napier,public,NAP,,
,d8,,,Patoka,public,PATO,,
,d8,,,Puketitiri,public,PKTT,,
,d8,,,Rissington,public,RISS,,
,d8,,,Taradale,public,TRDL,,
,d8,,,Waiwhare,public,WAIW,,
,d8,,,Elsthorpe,public,ELST,,
,d8,,,Hastings,public,HAST,,
,d8,,,Haumoana,public,HAUM,,
,d8,,,Havelock North,public,HAVE,,
,d8,,,Hawkes Bay Back Country,public,HBBC,,
,d8,,,Heretaunga,public,HERE,,
,d8,,,Kereru,public,KERE,,
,d8,,,Maraekakaho,public,MRKK,,
,d8,,,Maraetotara,public,MAR,,
,d8,,,Otane,public,OTAN,,
,d8,,,Torran,public,TORR,,
,d8,,,Waimarama,public,WMAR,,
,d8,,,Aramoana,public,ARAM,,
,d8,,,Ashley Clinton,public,ASHL,,
,d8,,,Flemington,public,FLEM,,
,d8,,,Omakere,public,OMAK,,
,d8,,,Ongaonga,public,ONGA,,
,d8,,,Porangahau,public,PORA,,
,d8,,,Takapau,public,TKP,,
,d8,,,Tamatea,public,TAMA,,
,d8,,,Tikokino,public,TIKO,,
,d8,,,Waipawa,public,WPAW,,
,d8,,,Waipukurau,public,WAI,,
,d8,,,Wallingford,public,WALL,,
,d8,,,Akitio,public,AKIT,,
,d8,,,Dannevirke,public,DANN,,
,d8,,,Eketahuna,public,EKET,,
,d8,,,Herbertville,public,HERB,,
,d8,,,Norsewood,public,NORS,,
,d8,,,Ormondville,public,ORMO,,
,d8,,,Pahiatua,public,PAHI,,
,d8,,,Pongaroa,public,PONG,,
,d8,,,Te Uri,public,TEUR,,
,d8,,,Tiraumea,public,TRM,,
,d8,,,Weber,public,WEBE,,
,d8,,,Woodville,public,WOOD,,
,d8,,,Bay View,public,BAYV,,
,d8,,,Mahia,public,MAHI,,
,d8,,,Nuhaka,public,NUHA,,
,d8,,,Putorino,public,PUTO,,
,d8,,,Ruakituri,public,RKTR,,
,d8,,,Te Pohue,public,TEPO,,
,d8,,,Tuai,public,TUAI,,
,d8,,,Wairoa,public,WAIR,,
d9,r3,,,Taranaki,public,TRNK,,
,d9,,,Eltham,public,ELTH,,
,d9,,,Hawera,public,HAWE,,
,d9,,,Kaponga,public,KAPO,,
,d9,,,Kohi,public,KOHI,,
,d9,,,Manaia,public,MN,,
,d9,,,Okaiawa,public,KW,,
,d9,,,Opunake,public,OPUN,,
,d9,,,Patea,public,PATE,,
,d9,,,Rahotu,public,RAHO,,
,d9,,,Stratford,public,STRA,,
,d9,,,Toko,public,TK,,
,d9,,,Waverley,public,WAVE,,
,d9,,,Inglewood,public,INGL,,
,d9,,,New Plymouth,public,NEWP,,
,d9,,,New Plymouth West,public,NEW,,
,d9,,,Ngamotu,public,NGAM,,
,d9,,,Oakura,public,OAKU,,
,d9,,,Okato,public,OKAT,,
,d9,,,Urenui,public,UREN,,
,d9,,,Waitara,public,WTAR,,
d10,r3,,,Manawatu-Whanganui,public,MWHA,,
,d10,,,Apiti,public,APIT,,
,d10,,,Ashhurst,public,ASHH,,
,d10,,,Bunnythorpe,public,BUNN,,
,d10,,,Cheltenham,public,CHEL,,
,d10,,,Feilding,public,FEIL,,
,d10,,,Halcombe,public,HALC,,
,d10,,,Kimbolton,public,KIMB,,
,d10,,,Manawatu,public,MNWT,,
,d10,,,Milson,public,MILS,,
,d10,,,Palmerston North (Stn),public,PALM,,
,d10,,,Palmerston North (VFB),public,PAL,,
,d10,,,Rangiwahia,public,RNGW,,
,d10,,,Kirikau,public,KIRI,,
,d10,,,Manunui,public,MNN,,
,d10,,,National Park,public,NATI,,
,d10,,,Ohakune,public,OHAK,,
,d10,,,Ohura,public,OHUR,,
,d10,,,Owhango,public,OWHA,,
,d10,,,Raetihi,public,RAET,,
,d10,,,Ruapehu,public,RUAP,,
,d10,,,Taumarunui,public,TAUM,,
,d10,,,Waimarino,public,WMRN,,
,d10,,,Whakapapa,public,WHKP,,
,d10,,,Foxton Beach,public,FOXT,,
,d10,,,Foxton,public,FOX,,
,d10,,,Himatangi Beach,public,HIMA,,
,d10,,,Horowhenua,public,HORO,,
,d10,,,Levin,public,LEVI,,
,d10,,,Rongotea,public,RONG,,
,d10,,,Shannon,public,SHAN,,
,d10,,,Tangimoana,public,TANG,,
,d10,,,Tokomaru,public,TKMR,,
,d10,,,Waitarere,public,WTRR,,
,d10,,,Bulls,public,BULL,,
,d10,,,Hunterville,public,HNTR,,
,d10,,,Koitiata,public,KOIT,,
,d10,,,Mangaweka,public,MNGW,,
,d10,,,Marton,public,MART,,
,d10,,,Rangitikei,public,RAN,,
,d10,,,Ratana,public,RATA,,
,d10,,,Taihape,public,TAIH,,
,d10,,,Whanganui (Stn),public,WSTN,,
,d10,,,Whanganui (RFF),public,WRFF,,
d11,r3,,,Wellington,public,WLLN,,
,d11,,,Johnsonville,public,JOHN,,
,d11,,,Newlands,public,NEWL,,
,d11,,,Porirua,public,PORI,,
,d11,,,Tawa,public,TAWA,,
,d11,,,Titahi Bay,public,TITA,,
,d11,,,Wellington North,public,WNOR,,
,d11,,,Brooklyn,public,BROO,,
,d11,,,Kilbirnie,public,KILB,,
,d11,,,Newtown,public,NEWT,,
,d11,,,Remutaka (Stn),public,RSTN,,
,d11,,,Remutaka (VFB),public,REM,,
,d11,,,Silverstream,public,SLVR,,
,d11,,,Stokes Valley,public,STOK,,
,d11,,,Trentham,public,TREN,,
,d11,,,Karori,public,KARO,,
,d11,,,Thorndon,public,THOR,,
,d11,,,Wellington City,public,WEL,,
,d11,,,Carterton,public,CART,,
,d11,,,Castlepoint,public,CAST,,
,d11,,,Chatham Islands,public,CHAT,,
,d11,,,Featherston,public,FEAT,,
,d11,,,Greytown,public,GRYT,,
,d11,,,Lake Ferry,public,LFER,,
,d11,,,Martinborough,public,MRTN,,
,d11,,,Masterton,public,MAST,,
,d11,,,Mauriceville,public,MAUR,,
,d11,,,Ngawi,public,NGAW,,
,d11,,,Riversdale Beach,public,RIVE,,
,d11,,,Tinui,public,TINU,,
,d11,,,Tora,public,TORA,,
,d11,,,Wainuioru,public,WAIN,,
,d11,,,Avalon,public,AVAL,,
,d11,,,Eastbourne,public,STBR,,
,d11,,,Hutt City,public,HUTT,,
,d11,,,Seaview,public,SEAV,,
,d11,,,Wainuiomata Bush,public,WBUS,,
,d11,,,Wainuiomata,public,WNUI,,
,d11,,,Otaki,public,OTAK,,
,d11,,,Paekakariki,public,PAEK,,
,d11,,,Paraparaumu,public,PARA,,
,d11,,,Plimmerton,public,PLIM,,
,d11,,,Te Horo,public,TEHO,,
,d11,,,Waikanae,public,WKAN,,
r4,org1,,,Te Ihu,public,TEIH,,
d12,r4,,,Nelson Marlborough,public,NELS,,
,d12,,,Awatere,public,AWAT,,
,d12,,,Canvastown,public,CANV,,
,d12,,,Duncan Bay VRFF,public,DUNC,,
,d12,,,Flaxbourne,public,FLAX,,
,d12,,,Havelock,public,HVLC,,
,d12,,,Kenepuru VRFF,public,KENE,,
,d12,,,Lake Rotoiti,public,LROT,,
,d12,,,Linkwater,public,LINK,,
,d12,,,Nopera,public,NOPE,,
,d12,,,Okiwi Bay,public,OBAY,,
,d12,,,Rai Valley,public,RAIV,,
,d12,,,Seddon,public,SEDD,,
,d12,,,Waitaria/Clova Bay,public,WCBA,,
,d12,,,Blenheim (RFF),public,BLEN,,
,d12,,,Blenheim (VFB),public,BLE,,
,d12,,,Koromiko,public,KORO,,
,d12,,,Northbank,public,NRTH,,
,d12,,,Picton,public,PICT,,
,d12,,,Rarangi,public,RARA,,
,d12,,,Renwick,public,RENW,,
,d12,,,Waihopai,public,WHOP,,
,d12,,,Wairau Valley,public,WVAL,,
,d12,,,Collingwood,public,COLL,,
,d12,,,Kaiteriteri,public,KTRT,,
,d12,,,Mapua,public,MAPU,,
,d12,,,Marahau,public,MRH,,
,d12,,,Motueka,public,MOTU,,
,d12,,,Murchison,public,MURC,,
,d12,,,Ngatimoti,public,NGTM,,
,d12,,,Takaka,public,TKK,,
,d12,,,Tapawera,public,TAPA,,
,d12,,,Tasman,public,TASM,,
,d12,,,Upper Takaka,public,UPPE,,
,d12,,,Wainui Bay,public,WNBY,,
,d12,,,Appleby,public,APPL,,
,d12,,,Brightwater,public,BRIG,,
,d12,,,Hira,public,HIRA,,
,d12,,,Nelson,public,NLSN,,
,d12,,,Richmond,public,RICH,,
,d12,,,Stoke,public,STK,,
,d12,,,Upper Moutere,public,UPP,,
,d12,,,Wakefield,public,WAKE,,
d13,r4,,,West Coast,public,WCOA,,
,d13,,,Brunner,public,BRUN,,
,d13,,,Cobden,public,COBD,,
,d13,,,Fox Glacier,public,FOXG,,
,d13,,,Franz Josef,public,FRAN,,
,d13,,,Greymouth,public,GRYM,,
,d13,,,Haast,public,HAAS,,
,d13,,,Hannahs Clearing,public,HANN,,
,d13,,,Harihari,public,HARI,,
,d13,,,Hokitika,public,HOKI,,
,d13,,,Kokatahi & Kowhitirangi,public,KOKA,,
,d13,,,Kumara,public,KUMA,,
,d13,,,Moana,public,MOAN,,
,d13,,,Ross,public,ROSS,,
,d13,,,Westport,public,WSTP,,
,d13,,,Whataroa,public,WHTR,,
,d13,,,Blackball,public,BLAC,,
,d13,,,Charleston,public,CHRL,,
,d13,,,Granity,public,GRAN,,
,d13,,,Ikamatua,public,IKAM,,
,d13,,,Inangahua,public,INAN,,
,d13,,,Karamea,public,KARA,,
,d13,,,Little Wanganui,public,LITT,,
,d13,,,Ngahere,public,NGAH,,
,d13,,,Reefton,public,REEF,,
,d13,,,Runanga,public,RUNA,,
,d13,,,Seddonville,public,SDDN,,
,d13,,,Springs Junction,public,SPRI,,
,d13,,,Waimangaroa,public,WMAN,,
d14,r4,,,Canterbury,public,CANT,,
,d14,,,Coalgate,public,COAL,,
,d14,,,Darfield South,public,DARF,,
,d14,,,Darfield,public,DAR,,
,d14,,,Dunsandel,public,DUNS,,
,d14,,,Hororata,public,HRRT,,
,d14,,,Kirwee,public,KIRW,,
,d14,,,Leeston,public,LEES,,
,d14,,,Lincoln,public,LINC,,
,d14,,,Rolleston,public,ROLL,,
,d14,,,Southbridge,public,STHB,,
,d14,,,West Melton,public,WMEL,,
,d14,,,Arthur's Pass,public,ARTH,,
,d14,,,Canterbury High Country,public,CHCO,,
,d14,,,Cust,public,CUST,,
,d14,,,Kaiapoi,public,KP,,
,d14,,,Oxford,public,OXFO,,
,d14,,,Rangiora,public,RNGR,,
,d14,,,Sefton,public,SEFT,,
,d14,,,Sheffield,public,SHEF,,
,d14,,,Springfield,public,SPRN,,
,d14,,,Swannanoa,public,SWAN,,
,d14,,,The Pines/Kairaki,public,THEP,,
,d14,,,Waikuku Beach,public,WBEA,,
,d14,,,Woodend,public,WDND,,
,d14,,,Akaroa,public,AKAR,,
,d14,,,Christchurch City,public,CHRI,,
,d14,,,Diamond Harbour,public,DIAM,,
,d14,,,Duvauchelle,public,DUVA,,
,d14,,,Governors Bay Fire Brigade,public,GOVE,,
,d14,,,Governors Bay,public,GOV,,
,d14,,,Ilam,public,ILAM,,
,d14,,,Little River,public,LRIV,,
,d14,,,Lyttelton,public,LYTT,,
,d14,,,Wigram,public,WIGR,,
,d14,,,Anzac,public,ANZA,,
,d14,,,Redwood,public,REDW,,
,d14,,,Spencerville VFB - Natural,public,SPEN,,
,d14,,,Spencerville,public,SPE,,
,d14,,,Spreydon,public,SPRE,,
,d14,,,Sumner,public,SUMN,,
,d14,,,Woolston,public,WOOL,,
,d14,,,Amberley,public,AMBE,,
,d14,,,Amuri / Waiau,public,AMUR,,
,d14,,,Cheviot,public,CHEV,,
,d14,,,Conway Flat,public,CONW,,
,d14,,,Culverden,public,CULV,,
,d14,,,Hanmer Springs,public,HANM,,
,d14,,,Hanmer,public,HAN,,
,d14,,,Hawarden,public,HAWA,,
,d14,,,Hurunui,public,HURU,,
,d14,,,Kaikoura (RFF),public,KRFF,,
,d14,,,Kaikoura (VFB),public,KVFB,,
,d14,,,Motunau,public,MTN,,
,d14,,,Scargill,public,SCAR,,
,d14,,,Waiau,public,WAU,,
,d14,,,Waikari,public,WKAR,,
,d14,,,Waipara,public,WPAR,,
,d14,,,Goose Bay,public,GOOS,,
,d14,,,Lyford,public,LYFO,,
d15,r4,,,Mid-South Canterbury,public,MIDS,,
,d15,,,Albury,public,ALBU,,
,d15,,,Aoraki/Mount Cook,public,AORA,,
,d15,,,Burkes Pass,public,BURK,,
,d15,,,Cannington,public,CANN,,
,d15,,,Cave,public,CAVE,,
,d15,,,Fairlie,public,FAIR,,
,d15,,,Hakataramea,public,HAKA,,
,d15,,,Twizel (RFF),public,TWIZ,,
,d15,,,Twizel (VFB),public,TWI,,
,d15,,,Waihaorunga,public,WHAO,,
,d15,,,Aorangi,public,AOR,,
,d15,,,Glenavy,public,GLNV,,
,d15,,,Pleasant Point,public,PLEA,,
,d15,,,St Andrews,public,STAN,,
,d15,,,Temuka,public,TEMU,,
,d15,,,Timaru,public,TIMA,,
,d15,,,Waimate,public,WMAT,,
,d15,,,Washdyke,public,WASH,,
,d15,,,Alford Forest,public,ALFO,,
,d15,,,Ashburton (RFF),public,ASHB,,
,d15,,,Ashburton (VFB),public,ASH,,
,d15,,,Lake Clearwater,public,LCLE,,
,d15,,,Lauriston,public,LAUR,,
,d15,,,Methven,public,METH,,
,d15,,,Mount Somers,public,MSOM,,
,d15,,,Pendarves,public,PEND,,
,d15,,,Rakaia,public,RAKA,,
,d15,,,Upper Rakaia,public,URAK,,
,d15,,,Willowby,public,WILL,,
,d15,,,Clandeboye,public,CLAN,,
,d15,,,Geraldine,public,GERA,,
,d15,,,Hinds,public,HIND,,
,d15,,,Lake Tekapo,public,LTEK,,
,d15,,,Mayfield,public,MAYF,,
,d15,,,Peel Forest,public,PEEL,,
,d15,,,Rangitata Gorge,public,RGOR,,
,d15,,,Rangitata,public,RNGT,,
r5,org1,,,Te Kei,public,TEKE,,
d16,r5,,,Otago,public,OTAG,,
,d16,,,Alexandra,public,ALEX,,
,d16,,,Blackstone,public,BLCK,,
,d16,,,Clyde,public,CLYD,,
,d16,,,Cromwell,public,CROM,,
,d16,,,Dunstan,public,DNST,,
,d16,,,Millers Flat,public,MILL,,
,d16,,,Naseby,public,NASE,,
,d16,,,Omakau,public,MK,,
,d16,,,Ranfurly,public,RANF,,
,d16,,,Roxburgh,public,ROXB,,
,d16,,,Tarras,public,TARR,,
,d16,,,Teviot Valley,public,TEVI,,
,d16,,,Dunedin City,public,DUNE,,
,d16,,,Lookout Point,public,LOOK,,
,d16,,,Mosgiel,public,MOSG,,
,d16,,,Roslyn,public,ROSL,,
,d16,,,St Kilda,public,STKI,,
,d16,,,Willowbank,public,WLLW,,
,d16,,,Arrowtown,public,ARRO,,
,d16,,,Frankton,public,FRNK,,
,d16,,,Glenorchy,public,GLNR,,
,d16,,,Kingston,public,KING,,
,d16,,,Lake Hawea,public,LHAW,,
,d16,,,Luggate,public,LUGG,,
,d16,,,Makarora,public,MAKA,,
,d16,,,Queenstown,public,QUEE,,
,d16,,,Wakatipu Volunteer Fire Brigade.,public,WAKA,,
,d16,,,Wanaka,public,WANA,,
,d16,,,Duntroon,public,DUNT,,
,d16,,,Hampden,public,HAMP,,
,d16,,,Kakanui,public,KAKA,,
,d16,,,Kurow,public,KURO,,
,d16,,,Oamaru,public,OAMA,,
,d16,,,Omarama,public,OMAR,,
,d16,,,Otematata,public,OTEM,,
,d16,,,Palmerston,public,PLMR,,
,d16,,,Waitaki,public,WTK,,
,d16,,,Weston,public,ESTO,,
,d16,,,Brighton,public,BRGH,,
,d16,,,Middlemarch,public,MIDD,,
,d16,,,Milton,public,MILT,,
,d16,,,Outram,public,OUTR,,
,d16,,,Port Chalmers,public,PRTC,,
,d16,,,Portobello,public,POR,,
,d16,,,Ravensbourne,public,RAVE,,
,d16,,,Waihola,public,WHOL,,
,d16,,,Waikouaiti,public,WKOU,,
,d16,,,Waitati,public,WTAT,,
,d16,,,Wakari,public,WAK,,
,d16,,,Balclutha,public,BALC,,
,d16,,,Clinton,public,CLIN,,
,d16,,,Clutha Valley,public,CLUT,,
,d16,,,Heriot,public,HERI,,
,d16,,,Kaitangata,public,KTNG,,
,d16,,,Kaka Point,public,KAK,,
,d16,,,Lawrence,public,LAWR,,
,d16,,,Owaka,public,OWAK,,
,d16,,,Papatowai,public,PPTW,,
,d16,,,Tapanui,public,TPN,,
,d16,,,Waitahuna,public,WTAH,,
,d16,,,Waiwera South,public,WSOU,,
d17,r5,,,Southern,public,STHR,,
,d17,,,Athol,public,ATHO,,
,d17,,,Balfour,public,BALF,,
,d17,,,Garston,public,GARS,,
,d17,,,Lumsden,public,LUMS,,
,d17,,,Manapouri,public,MNPR,,
,d17,,,Milford Sound,public,MILF,,
,d17,,,Mossburn,public,MOSS,,
,d17,,,Riversdale,public,RVRS,,
,d17,,,Te Anau,public,TEAN,,
,d17,,,Waikaia,public,WKAI,,
,d17,,,Blackmount,public,LACK,,
,d17,,,Dipton,public,DIPT,,
,d17,,,Drummond,public,DRUM,,
,d17,,,Nightcaps,public,NIGH,,
,d17,,,Ohai,public,OHAI,,
,d17,,,Orepuki,public,OREP,,
,d17,,,Otautau,public,OTAU,,
,d17,,,Riverton,public,RIV,,
,d17,,,Thornbury,public,THRN,,
,d17,,,Tuatapere,public,TUAT,,
,d17,,,Winton,public,WINT,,
,d17,,,Browns,public,BROW,,
,d17,,,Edendale,public,EDEN,,
,d17,,,Gore,public,GORE,,
,d17,,,Hedgehope,public,HEDG,,
,d17,,,Mataura,public,MTR,,
,d17,,,Pukerau,public,PKR,,
,d17,,,Tokanui,public,TOKA,,
,d17,,,Waikaka,public,WKAK,,
,d17,,,Waikawa / Curio Bay,public,WCB,,
,d17,,,Waimahaka,public,WMAH,,
,d17,,,Wyndham,public,WYND,,
